uid,rosterNo,displayName,column,value,sourceUrl,confidence,notes,applied
MG-070,70,Nissan Fairlady 240ZG (HS30),quotedPowerPs,150,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/340_fairlady_240zg.html,HIGH,era predates the JDM power-advertising ceiling; same as stock output,yes
MG-070,70,Nissan Fairlady 240ZG (HS30),stockPowerPs,150,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/340_fairlady_240zg.html,HIGH,,yes
MG-070,70,Nissan Fairlady 240ZG (HS30),stockTyre,175HR14,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/340_fairlady_240zg.html,HIGH,,yes
MG-070,70,Nissan Fairlady 240ZG (HS30),styleBase,15,,SUGGESTION,"long 'aero-dyna' G-nose, riveted flares, trunk spoiler; one of the most striking classic Z shapes",yes
MG-070,70,Nissan Fairlady 240ZG (HS30),topSpeedKmh,210,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/340_fairlady_240zg.html,HIGH,,yes
MG-070,70,Nissan Fairlady 240ZG (HS30),torqueRpm,4800,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/340_fairlady_240zg.html,HIGH,,yes
MG-070,70,Nissan Fairlady 240ZG (HS30),tyreCompound,touring,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/340_fairlady_240zg.html,MED,"period bias-belted road tyre, closest fit to current vocabulary",yes
MG-070,70,Nissan Fairlady 240ZG (HS30),wheelbaseMm,2305,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/340_fairlady_240zg.html,HIGH,,yes
MG-070,70,Nissan Fairlady 240ZG (HS30),widthMm,1690,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/340_fairlady_240zg.html,HIGH,,yes
MG-070,70,Nissan Fairlady 240ZG (HS30),yearFrom,1972,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/340_fairlady_240zg.html,HIGH,Nissan's own heritage page dates it 1972; a secondary source says production began October 1971,yes
MG-071,71,Autech Stagea 260RS (WGNC34),aspiration,twin-turbo,https://www.carfolio.com/nissan-stagea-autech-260rs-793793,MED,,yes
MG-071,71,Autech Stagea 260RS (WGNC34),chassisCode,WGNC34,https://www.carfolio.com/nissan-stagea-autech-260rs-793793,MED,,yes
MG-071,71,Autech Stagea 260RS (WGNC34),engineCode,RB26DETT,https://www.carfolio.com/nissan-stagea-autech-260rs-793793,MED,"every source found gives 280 PS / 206 kW and 368 Nm for this engine, well above the CSV's existing stockPowerPs of 235 and peakTorqueNm of 274; flagging for maintainer review, not amended here per the additive-only rule",yes
MG-071,71,Autech Stagea 260RS (WGNC34),engineConfig,I6,https://www.carfolio.com/nissan-stagea-autech-260rs-793793,MED,,yes
MG-071,71,Autech Stagea 260RS (WGNC34),heightMm,1510,https://www.carfolio.com/nissan-stagea-autech-260rs-793793,MED,,yes
MG-071,71,Autech Stagea 260RS (WGNC34),stockTyre,225/50R17,https://www.carfolio.com/nissan-stagea-autech-260rs-793793,MED,Bridgestone RE010,yes
MG-071,71,Autech Stagea 260RS (WGNC34),styleBase,10,,SUGGESTION,understated wagon body with a GT-R nose and quad tail-lights; a sleeper rather than a showpiece,yes
MG-071,71,Autech Stagea 260RS (WGNC34),tyreCompound,performance,https://www.carfolio.com/nissan-stagea-autech-260rs-793793,MED,,yes
MG-071,71,Autech Stagea 260RS (WGNC34),wheelbaseMm,2720,https://www.carfolio.com/nissan-stagea-autech-260rs-793793,MED,,yes
MG-071,71,Autech Stagea 260RS (WGNC34),widthMm,1755,https://www.carfolio.com/nissan-stagea-autech-260rs-793793,MED,,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",aspiration,turbo,https://www.jdmbuysell.com/learn/subaru/impreza/gdb/,MED,,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",chassisCode,GDB,https://www.jdmbuysell.com/learn/subaru/impreza/gdb/,MED,,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",displacementCc,1994,https://www.automobile-catalog.com/car/2004/3254765/subaru_impreza_wrx_sti.html,LOW,JDM spec page title figure; page itself could not be fetched directly (paywalled),yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",dragCd,0.33,https://www.automobile-catalog.com/car/2004/3256745/subaru_impreza_wrx_sti_sedan.html,LOW,"figure found attached to the North American 2.5L Spec C sedan; drag coefficient is a body-shape property so likely shared with the JDM 2.0L GDB body, but not confirmed for this exact market",yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",drivetrain,AWD,https://www.jdmbuysell.com/learn/subaru/impreza/gdb/,MED,,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",engineCode,EJ207,https://www.jdmbuysell.com/learn/subaru/impreza/gdb/,MED,EJ207 stayed JDM-exclusive for the STI grade,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",engineConfig,flat-4,https://www.jdmbuysell.com/learn/subaru/impreza/gdb/,MED,,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",heightMm,1431,https://www.carinf.com/en/9910413684.html,LOW,not independently fetched,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",peakTorqueNm,373,https://igotasti.com/vBforum/threads/42-*STICKY*-Differences-between-each-year-of-STi,LOW,"cited as 38.0 kgm; enthusiast reference forum, not a primary source",yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",powerRpm,6400,https://igotasti.com/vBforum/threads/42-*STICKY*-Differences-between-each-year-of-STi,LOW,,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",quotedPowerPs,280,https://igotasti.com/vBforum/threads/42-*STICKY*-Differences-between-each-year-of-STi,MED,at the JDM gentlemen's-agreement ceiling; corroborated by automobile-catalog's JDM page title,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",stockPowerPs,280,https://igotasti.com/vBforum/threads/42-*STICKY*-Differences-between-each-year-of-STi,MED,,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",stockTyre,225/45R17,https://www.carfolio.com/subaru-impreza-wrx-sti-135047,MED,directly fetched but for the US-spec 2.5L STI; noting per field-notes guidance as the wheel/tyre package is believed shared with the JDM body,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",styleBase,12,,SUGGESTION,bug-eye headlamp era Impreza with big rear wing and gold wheels; distinctive rally look but shares its shell with the mundane Impreza,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",topSpeedKmh,244,https://www.ultimatespecs.com/car-specs/Subaru/5741/Subaru-Impreza-(GD)-20-WRX-STi-AWD.html,LOW,single aggregator figure; other sources found range from 225 to 280 km/h depending on market confusion between the 2.0L JDM and 2.5L US engines,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",tyreCompound,sport,https://www.carfolio.com/subaru-impreza-wrx-sti-135047,MED,,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",wheelbaseMm,2541,https://www.carinf.com/en/9910413684.html,LOW,a separate source specifically labelled 'for the GDB chassis' gives 2525mm instead; not independently fetched,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",widthMm,1739,https://www.carinf.com/en/9910413684.html,LOW,not independently fetched,yes
MG-072,72,"Subaru Impreza WRX STI (GDB, '04)",yearFrom,2004,https://www.automobile-catalog.com/car/2004/3254765/subaru_impreza_wrx_sti.html,LOW,JDM page title states since June 2004 for Japan; page itself could not be fetched directly,yes
MG-073,73,Ford Escort RS Cosworth,aspiration,turbo,https://www.carfolio.com/ford-escort-rs-cosworth-33572,HIGH,Garrett T3/T04B turbo with intercooler,yes
MG-073,73,Ford Escort RS Cosworth,dragCd,0.38,https://www.carfolio.com/ford-escort-rs-cosworth-33572,MED,,yes
MG-073,73,Ford Escort RS Cosworth,engineCode,YBT,https://www.carfolio.com/ford-escort-rs-cosworth-33572,MED,Cosworth YBT turbo inline-4,yes
MG-073,73,Ford Escort RS Cosworth,engineConfig,I4,https://www.carfolio.com/ford-escort-rs-cosworth-33572,HIGH,,yes
MG-073,73,Ford Escort RS Cosworth,heightMm,1405,https://www.carfolio.com/ford-escort-rs-cosworth-33572,HIGH,,yes
MG-073,73,Ford Escort RS Cosworth,powerRpm,6250,https://www.carfolio.com/ford-escort-rs-cosworth-33572,HIGH,,yes
MG-073,73,Ford Escort RS Cosworth,quotedPowerPs,227,https://www.carfolio.com/ford-escort-rs-cosworth-33572,MED,"not a JDM car, no advertising ceiling applied; figure matches the existing stockPowerPs of 227 exactly",yes
MG-073,73,Ford Escort RS Cosworth,stockTyre,245/45ZR16,https://www.carfolio.com/ford-escort-rs-cosworth-33572,HIGH,,yes
MG-073,73,Ford Escort RS Cosworth,styleBase,13,,SUGGESTION,boxy homologation hatch famous for its towering 'whale tail' rear wing; deliberately aggressive,yes
MG-073,73,Ford Escort RS Cosworth,torqueRpm,3500,https://www.carfolio.com/ford-escort-rs-cosworth-33572,HIGH,,yes
MG-073,73,Ford Escort RS Cosworth,tyreCompound,sport,https://www.carfolio.com/ford-escort-rs-cosworth-33572,MED,,yes
MG-073,73,Ford Escort RS Cosworth,wheelbaseMm,2551,https://www.carfolio.com/ford-escort-rs-cosworth-33572,HIGH,,yes
MG-073,73,Ford Escort RS Cosworth,widthMm,1734,https://www.carfolio.com/ford-escort-rs-cosworth-33572,HIGH,,yes
MG-074,74,"Nissan Fairlady Z (Z33, '02)",aspiration,NA,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/284_fairlady_z_version_st.html,HIGH,,yes
MG-074,74,"Nissan Fairlady Z (Z33, '02)",chassisCode,Z33,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/284_fairlady_z_version_st.html,HIGH,,yes
MG-074,74,"Nissan Fairlady Z (Z33, '02)",dragCd,0.30,https://auto.howstuffworks.com/nissan-350z-design1.htm,LOW,"quoted for the export 350Z; body shape shared with the JDM Fairlady Z Version ST, but not confirmed for this exact trim. Existing displacementCc of 2960 does not match VQ35DE's known 3498cc; flagging for maintainer review, not amended here",yes
MG-074,74,"Nissan Fairlady Z (Z33, '02)",engineCode,VQ35DE,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/284_fairlady_z_version_st.html,HIGH,,yes
MG-074,74,"Nissan Fairlady Z (Z33, '02)",engineConfig,V6,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/284_fairlady_z_version_st.html,HIGH,,yes
MG-074,74,"Nissan Fairlady Z (Z33, '02)",heightMm,1315,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/284_fairlady_z_version_st.html,HIGH,,yes
MG-074,74,"Nissan Fairlady Z (Z33, '02)",powerRpm,6200,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/284_fairlady_z_version_st.html,HIGH,,yes
MG-074,74,"Nissan Fairlady Z (Z33, '02)",quotedPowerPs,280,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/284_fairlady_z_version_st.html,HIGH,matches existing stockPowerPs of 280 exactly,yes
MG-074,74,"Nissan Fairlady Z (Z33, '02)",stockTyre,225/45R18 (f) / 245/45R18 (r),https://www.nissan-global.com/EN/HERITAGE_COLLECTION/284_fairlady_z_version_st.html,HIGH,staggered fitment; CSV convention elsewhere only shows single non-staggered sizes,yes
MG-074,74,"Nissan Fairlady Z (Z33, '02)",styleBase,14,,SUGGESTION,"bold, muscular modern GT shape with a long bonnet and boomerang tail-lights",yes
MG-074,74,"Nissan Fairlady Z (Z33, '02)",torqueRpm,4800,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/284_fairlady_z_version_st.html,HIGH,"source gives 363 Nm at this rpm point; existing peakTorqueNm cell already holds 384, so this rpm is reported independently of that mismatch",yes
MG-074,74,"Nissan Fairlady Z (Z33, '02)",tyreCompound,sport,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/284_fairlady_z_version_st.html,HIGH,,yes
MG-074,74,"Nissan Fairlady Z (Z33, '02)",wheelbaseMm,2650,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/284_fairlady_z_version_st.html,HIGH,,yes
MG-074,74,"Nissan Fairlady Z (Z33, '02)",widthMm,1815,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/284_fairlady_z_version_st.html,HIGH,,yes
MG-076,76,"Honda S2000 (AP1, '03)",aspiration,NA,https://www.encycarpedia.com/us/honda/99-s2000-jdm-ap1-roadster,MED,,yes
MG-076,76,"Honda S2000 (AP1, '03)",chassisCode,AP1,https://www.encycarpedia.com/us/honda/99-s2000-jdm-ap1-roadster,MED,,yes
MG-076,76,"Honda S2000 (AP1, '03)",engineCode,F20C,https://www.encycarpedia.com/us/honda/99-s2000-jdm-ap1-roadster,MED,,yes
MG-076,76,"Honda S2000 (AP1, '03)",engineConfig,I4,https://www.encycarpedia.com/us/honda/99-s2000-jdm-ap1-roadster,MED,,yes
MG-076,76,"Honda S2000 (AP1, '03)",heightMm,1285,https://www.encycarpedia.com/us/honda/99-s2000-jdm-ap1-roadster,LOW,not independently fetched (site returned 403 on direct access),yes
MG-076,76,"Honda S2000 (AP1, '03)",stockTyre,205/55R16 (f) / 225/50R16 (r),https://www.wheel-size.com/size/honda/s2000/ap-1999-2003/,LOW,"staggered fitment, Bridgestone SO2 original equipment",yes
MG-076,76,"Honda S2000 (AP1, '03)",styleBase,13,,SUGGESTION,"clean, taut roadster proportions with a long bonnet; elegant rather than aggressive",yes
MG-076,76,"Honda S2000 (AP1, '03)",tyreCompound,sport,https://www.wheel-size.com/size/honda/s2000/ap-1999-2003/,LOW,,yes
MG-076,76,"Honda S2000 (AP1, '03)",wheelbaseMm,2400,https://www.encycarpedia.com/us/honda/99-s2000-jdm-ap1-roadster,LOW,not independently fetched (site returned 403 on direct access),yes
MG-076,76,"Honda S2000 (AP1, '03)",widthMm,1750,https://www.encycarpedia.com/us/honda/99-s2000-jdm-ap1-roadster,LOW,not independently fetched (site returned 403 on direct access),yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),aspiration,twin-turbo,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),chassisCode,BCNR33,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,source lists this as BNCR33 (letters transposed); standard designation BCNR33 used to match displayName,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),curbWeightKg,1540,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,V-Spec is reported as roughly 10kg heavier than the base BCNR33,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),displacementCc,2568,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),dragCd,0.35,http://www.r33gt-r.com/2013/04/r33-gt-r-aerodynamics-part-2.html,LOW,specialist aero-focused article; could not be independently verified as the page failed to load directly this session,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),drivetrain,AWD,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,ATTESA E-TS Pro with Active LSD,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),engineCode,RB26DETT,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),engineConfig,I6,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),heightMm,1360,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),peakTorqueNm,368,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,37.5 kgm,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),powerRpm,6800,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),quotedPowerPs,280,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,at the JDM gentlemen's-agreement ceiling; real output was widely reported as significantly higher once the boost restrictor is removed,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),stockPowerPs,280,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,factory-rated figure; unrestricted output commonly cited around 320-330PS,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),stockTyre,245/45R17,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),styleBase,15,,SUGGESTION,"smoother evolution of the R32 GT-R face, still a wide, purposeful four-door with a signature round tail-light cluster",yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),torqueRpm,4400,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),tyreCompound,performance,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),weightDistributionFront,55,https://www.hotcars.com/r33-gt-r-underappreciated-jdm-of-nissan-skyline-family/,LOW,"general enthusiast article, not a primary source",yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),wheelbaseMm,2720,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,,yes
MG-078,78,Nissan Skyline GT-R V-Spec (BCNR33),widthMm,1780,https://www.carfolio.com/nissan-skyline-gt-r-spec-v-100551,MED,,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),aspiration,twin-turbo,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,sequential twin-turbo,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),chassisCode,FD3S,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),curbWeightKg,1270,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),displacementCc,1308,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,actual rotor-chamber displacement; some sources instead quote a 2616cc 'rotary equivalent' figure,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),dragCd,0.31,https://en.wikipedia.org/wiki/List_of_automobile_drag_coefficients,MED,"figure listed for the 1993 FD R1/R2 grade, not the 2002 Spirit R Type A specifically, but the FD3S body shell is shared across the generation",yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),drivetrain,RWD,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),engineCode,13B-REW,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),engineConfig,rotary-2,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,new engineConfig value for this slice per field notes guidance for engines outside the standard vocab,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),heightMm,1230,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),peakTorqueNm,314,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,32.0 kgm,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),powerRpm,6500,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),quotedPowerPs,280,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,at the JDM gentlemen's-agreement ceiling; widely reported as also the real output for this final RX-7 run,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),stockPowerPs,280,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),stockTyre,235/45ZR17,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,Bridgestone Potenza S-07,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),styleBase,18,,SUGGESTION,widely regarded as one of the most beautiful production car shapes of the 1990s; flowing organic curves with no wasted lines,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),topSpeedKmh,256,https://www.jdmbuysell.com/learn/mazda/rx-7/fd3s/,LOW,figures found ranged from roughly 250 to 268 km/h across sources; using the most frequently repeated figure,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),torqueRpm,5000,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),tyreCompound,sport,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),weightDistributionFront,50,https://projectjdm.org/blog/rx7-fd-specs,LOW,"quoted as an even 50/50 split; source attributes this specifically to the Type RZ grade, which shares its structure with the Type A",yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),wheelbaseMm,2425,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),widthMm,1760,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,,yes
MG-079,79,Mazda RX-7 Spirit R Type A (FD3S),yearFrom,2002,https://www.carfolio.com/mazda-rx-7-spirit-r-type-a-591899,MED,Spirit R limited run built April-August 2002,yes
MG-080,80,Nissan Fairlady Z432 (PS30),aspiration,NA,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/fairlady_z_432.html,HIGH,,yes
MG-080,80,Nissan Fairlady Z432 (PS30),chassisCode,PS30,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/fairlady_z_432.html,HIGH,,yes
MG-080,80,Nissan Fairlady Z432 (PS30),engineCode,S20,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/fairlady_z_432.html,HIGH,same S20 engine family as the contemporary Skyline GT-R (PGC10),yes
MG-080,80,Nissan Fairlady Z432 (PS30),engineConfig,I6,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/fairlady_z_432.html,HIGH,,yes
MG-080,80,Nissan Fairlady Z432 (PS30),heightMm,1290,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/fairlady_z_432.html,HIGH,,yes
MG-080,80,Nissan Fairlady Z432 (PS30),powerRpm,7000,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/fairlady_z_432.html,HIGH,,yes
MG-080,80,Nissan Fairlady Z432 (PS30),stockTyre,6.95-H14-4PR,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/fairlady_z_432.html,HIGH,"period bias-ply tyre designation, not a modern metric size",yes
MG-080,80,Nissan Fairlady Z432 (PS30),styleBase,15,,SUGGESTION,"classic, elegant long-nose S30 Z coupe silhouette; timeless rather than aggressive",yes
MG-080,80,Nissan Fairlady Z432 (PS30),torqueRpm,5600,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/fairlady_z_432.html,HIGH,,yes
MG-080,80,Nissan Fairlady Z432 (PS30),tyreCompound,touring,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/fairlady_z_432.html,MED,"period road tyre, closest fit to current vocabulary",yes
MG-080,80,Nissan Fairlady Z432 (PS30),wheelbaseMm,2305,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/fairlady_z_432.html,HIGH,,yes
MG-080,80,Nissan Fairlady Z432 (PS30),widthMm,1630,https://www.nissan-global.com/EN/HERITAGE_COLLECTION/fairlady_z_432.html,HIGH,,yes
MG-081,81,Subaru Impreza 22B-STi,aspiration,turbo,https://www.sti.jp/en/roadcars/1998/impreza-22b.html,HIGH,IHI RHF5HB turbocharger,yes
MG-081,81,Subaru Impreza 22B-STi,chassisCode,GC8,https://www.sti.jp/en/roadcars/1998/impreza-22b.html,HIGH,Official STI page gives VIN code GC8E2SD; GC8 matches this roster's convention for the Impreza generation,yes
MG-081,81,Subaru Impreza 22B-STi,engineCode,EJ22G,https://www.sti.jp/en/roadcars/1998/impreza-22b.html,HIGH,,yes
MG-081,81,Subaru Impreza 22B-STi,engineConfig,flat-4,https://www.sti.jp/en/roadcars/1998/impreza-22b.html,HIGH,,yes
MG-081,81,Subaru Impreza 22B-STi,heightMm,1390,https://www.sti.jp/en/roadcars/1998/impreza-22b.html,HIGH,,yes
MG-081,81,Subaru Impreza 22B-STi,powerRpm,6000,https://www.sti.jp/en/roadcars/1998/impreza-22b.html,HIGH,,yes
MG-081,81,Subaru Impreza 22B-STi,quotedPowerPs,280,https://www.sti.jp/en/roadcars/1998/impreza-22b.html,HIGH,No JDM gentlemen's-agreement gap found; quoted matches the already-settled stockPowerPs,yes
MG-081,81,Subaru Impreza 22B-STi,redlineRpm,7900,https://www.sti.jp/en/roadcars/1998/impreza-22b.html,HIGH,,yes
MG-081,81,Subaru Impreza 22B-STi,stockTyre,235/40R17,https://www.sti.jp/en/roadcars/1998/impreza-22b.html,HIGH,Corroborated by carfolio.com,yes
MG-081,81,Subaru Impreza 22B-STi,styleBase,18,,SUGGESTION,"Wide-body over-fendered Group A homologation icon, gold BBS wheels, one of the most instantly recognisable JDM shapes",yes
MG-081,81,Subaru Impreza 22B-STi,torqueRpm,3200,https://www.sti.jp/en/roadcars/1998/impreza-22b.html,HIGH,"Official page pairs this rpm with 363Nm; settled peakTorqueNm cell already holds 359Nm from another source, but the rpm figure is consistent (3200) across every source found",yes
MG-081,81,Subaru Impreza 22B-STi,tyreCompound,sport,https://www.sti.jp/en/roadcars/1998/impreza-22b.html,LOW,"Judgement call, not an independently documented compound category; Group A rally homologation special warrants the top grade",yes
MG-081,81,Subaru Impreza 22B-STi,widthMm,1770,https://www.sti.jp/en/roadcars/1998/impreza-22b.html,HIGH,,yes
MG-082,82,Porsche 911 Turbo 3.3 (930),aspiration,turbo,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,,yes
MG-082,82,Porsche 911 Turbo 3.3 (930),chassisCode,930,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,,yes
MG-082,82,Porsche 911 Turbo 3.3 (930),displacementCc,3299,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,,yes
MG-082,82,Porsche 911 Turbo 3.3 (930),drivetrain,RWD,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,"Rear-engine, rear-wheel drive; file mixes FR/RWD vocab, using RWD to match this roster's flagship-tier convention",yes
MG-082,82,Porsche 911 Turbo 3.3 (930),engineCode,930/60,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,,yes
MG-082,82,Porsche 911 Turbo 3.3 (930),engineConfig,flat-6,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,"Not in the existing vocabulary (I3/I4/I6/V6/flat-4/rotary-2); air-cooled flat-6 is a genuinely new engineConfig value, per field notes",yes
MG-082,82,Porsche 911 Turbo 3.3 (930),heightMm,1311,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,Corroborated by uniquecarsandparts.com (51.97in = 1320mm),yes
MG-082,82,Porsche 911 Turbo 3.3 (930),peakTorqueNm,412,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,"Euro-spec figure for the 1978 3.3-litre intercooled launch version; grey-import to Japan, no JDM-specific figure found",yes
MG-082,82,Porsche 911 Turbo 3.3 (930),powerRpm,5500,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,,yes
MG-082,82,Porsche 911 Turbo 3.3 (930),quotedPowerPs,300,https://en.wikipedia.org/wiki/Porsche_911_(930),HIGH,No advertising cap applies to a non-JDM manufacturer; quoted equals stock,yes
